ID,Year,Player,Pos,Height,Experience,Weight,BMI,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,AST/TOV,STL/TOV,TOV,PF,PTS
22887,2015,Carmelo Anthony,SF,200,11,108,27,30,NYK,40,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,,2.2,0.6,2.9,0.097,,3.5,-2.2,1.4,1.2,358,806,0.444,61,179,0.341,297,627,0.474,0.482,189,237,0.797,72,192,264,122,40,17,1.37,0.45,89,87,966
22951,2015,Caron Butler,SF,197.5,12,102.6,26.30347701,34,DET,78,21,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,,1.3,1,2.4,0.07,,-1,-0.5,-1.5,0.2,161,396,0.407,83,219,0.379,78,177,0.441,0.511,55,61,0.902,21,175,196,79,43,4,1.61,0.88,49,120,460
23229,2015,Cartier Martin,SF,197.5,6,99,25.38054799,30,DET,23,0,198,1.6,0.34,0.623,0,0,11.4,5.5,8,0.8,0.4,8.6,13,,-0.3,0.1,-0.2,-0.053,,-5.5,-1.6,-7.1,-0.3,15,53,0.283,6,33,0.182,9,20,0.45,0.34,0,0,,0,20,20,11,3,1,2.2,0.6,5,20,36
23310,2015,Chandler Parsons,SF,205,3,103.5,24.6281975,26,DAL,66,66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,,3.8,1.7,5.5,0.121,,2.7,-0.2,2.5,2.5,383,829,0.462,132,347,0.38,251,482,0.521,0.542,139,193,0.72,64,259,323,161,69,19,1.68,0.72,96,140,1037
23066,2015,Channing Frye,PF,207.5,8,114.75,26.65118305,31,ORL,75,51,1870,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,,0.7,1.4,2.1,0.053,,-0.9,0,-0.9,0.5,191,487,0.392,136,346,0.393,55,141,0.39,0.532,31,35,0.886,27,266,293,94,47,39,1.21,0.6,78,191,549
23463,2015,Charlie Villanueva,PF,,,,,30,DAL,64,1,678,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,,0.6,0.7,1.4,0.096,,1.2,-3.1,-1.8,0,150,362,0.414,83,221,0.376,67,141,0.475,0.529,20,35,0.571,30,119,149,19,15,22,0.68,0.54,28,64,403
22945,2015,Chase Budinger,SF,197.5,1,94.5,24.22688672,26,MIN,67,4,1286,12.2,0.537,0.367,0.208,2.8,15.1,8.8,8,1.7,0.6,10.3,16.3,,1.1,0.2,1.3,0.049,,-0.9,-1.9,-2.8,-0.3,169,390,0.433,52,143,0.364,117,247,0.474,0.5,67,81,0.827,33,165,198,64,44,10,1.52,1.15,49,72,457
22882,2015,Chris Andersen,C,205,12,110.25,26.2343843,36,MIA,60,20,1132,16.1,0.622,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,,2.1,1.5,3.6,0.151,,-1.2,2.3,1,0.9,120,207,0.58,4,13,0.308,116,194,0.598,0.589,76,114,0.667,76,223,299,43,26,61,1.08,0.65,40,88,320
22933,2015,Chris Bosh,C,207.5,11,105.75,24.56089418,30,MIA,44,44,1556,19.8,0.548,0.226,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,,2.1,1.5,3.6,0.111,,1,-1,-0.1,0.8,343,745,0.46,63,168,0.375,280,577,0.485,0.503,179,232,0.772,46,264,310,95,41,25,1,0.43,95,69,928
22988,2015,Chris Copeland,SF,202.5,2,107.55,26.22770919,30,IND,50,12,828,7.4,0.468,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,,-0.9,0.8,-0.1,-0.008,,-2.8,-1.5,-4.3,-0.5,112,310,0.361,52,167,0.311,60,143,0.42,0.445,33,45,0.733,23,88,111,51,11,11,0.86,0.19,59,78,309
23028,2015,Chris Douglas-Roberts,SG,197.5,5,90,23.07322544,28,LAC,12,0,103,3.3,0.387,0.333,0.381,1.1,11.8,6.6,5,0.5,0,0,10.7,,0,0.1,0,0.02,,-4.4,-1.6,-6.1,-0.1,5,21,0.238,1,7,0.143,4,14,0.286,0.262,8,8,1,1,11,12,4,1,0,0,0,0,14,19
23167,2015,Chris Johnson,SF,195,2,92.7,24.37869822,24,TOT,29,2,526,10.2,0.515,0.617,0.104,1.7,10.2,5.9,4.6,2.6,1.1,8.5,15,,0.2,0.6,0.8,0.074,,-1.6,-0.6,-2.2,0,62,154,0.403,28,95,0.295,34,59,0.576,0.494,14,16,0.875,8,47,55,15,26,7,1,1.73,15,44,166
23183,2015,Chris Kaman,C,210,11,119.25,27.04081633,32,POR,74,13,1398,17.3,0.537,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,,1.1,2.2,3.3,0.112,,-2.5,1.1,-1.4,0.2,283,549,0.515,0,0,,283,549,0.515,0.515,72,102,0.706,149,335,484,65,18,54,0.6,0.17,108,140,638
23312,2015,Chris Paul,PG,180,9,78.75,24.30555556,29,LAC,82,82,2857,26,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,,12.9,3.2,16.1,0.27,,7.5,0,7.5,6.9,568,1170,0.485,139,349,0.398,429,821,0.523,0.545,289,321,0.9,52,324,376,838,156,15,4.41,0.82,190,203,1564
23122,2015,Chuck Hayes,C,195,9,108,28.40236686,31,TOR,29,0,255,10.4,0.492,0,0.239,8.1,14.9,11.5,11.3,2,1.3,13.6,10.4,,0.3,0.2,0.5,0.091,,-1.5,1.1,-0.4,0.1,22,46,0.478,0,0,,22,46,0.478,0.478,6,11,0.545,18,33,51,20,10,4,2.5,1.25,8,37,50
23041,2015,Cleanthony Early,SF,200,R,94.5,23.625,23,NYK,39,7,647,8.4,0.447,0.393,0.224,3.8,13.8,8.7,9.1,2,1.5,14.5,19.6,,-0.8,0.4,-0.4,-0.03,,-3.8,-1.3,-5.2,-0.5,76,214,0.355,22,84,0.262,54,130,0.415,0.407,36,48,0.75,22,75,97,36,24,12,0.9,0.6,40,57,210
22963,2015,Clint Capela,C,205,R,108,25.6989887,20,HOU,12,0,90,12.1,0.409,0,0.793,12.3,31.8,22.1,3.6,0.6,7.8,11.3,21.3,,-0.2,0.2,0,0.019,,-8.8,1,-7.8,-0.1,14,29,0.483,0,0,,14,29,0.483,0.483,4,23,0.174,10,26,36,2,1,9,0.4,0.2,5,14,32
23514,2015,Cody Zeller,C,,,,,22,CHO,62,45,1487,14.1,0.53,0.003,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,,1.6,2.2,3.8,0.123,,-2.1,2.5,0.4,0.9,172,373,0.461,1,1,1,171,372,0.46,0.462,127,164,0.774,97,265,362,100,34,49,1.61,0.55,62,156,472
22874,2015,Cole Aldrich,C,207.5,4,112.5,26.12861083,26,NYK,61,16,976,18.1,0.513,0,0.213,11.6,28.9,20,13.3,2,5.5,15.2,18.3,,0.8,1.4,2.2,0.107,,-2.2,3.1,0.9,0.7,144,301,0.478,0,0,,144,301,0.478,0.478,50,64,0.781,101,237,338,75,37,65,1.27,0.63,59,122,338
22936,2015,Corey Brewer,SF,202.5,7,83.7,20.41152263,28,TOT,80,17,2087,13.9,0.507,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,,1,2.1,3.1,0.071,,-0.8,-0.3,-1.1,0.5,343,805,0.426,63,235,0.268,280,570,0.491,0.465,168,226,0.743,80,217,297,173,114,19,1.32,0.87,131,173,917
23156,2015,Cory Jefferson,PF,202.5,R,98.1,23.92318244,24,BRK,50,1,531,13.2,0.48,0.09,0.323,10,20.6,15.3,4.8,1,3.2,9.5,18.1,,0.2,0.6,0.8,0.071,,-3.3,-0.4,-3.7,-0.2,75,167,0.449,2,15,0.133,73,152,0.48,0.455,31,54,0.574,47,98,145,16,10,21,0.8,0.5,20,61,183
23182,2015,Cory Joseph,PG,187.5,3,86.85,24.704,23,SAS,79,14,1444,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17,,2.7,1.8,4.5,0.149,,0.2,0.5,0.7,1,207,411,0.504,16,44,0.364,191,367,0.52,0.523,105,143,0.734,44,148,192,188,46,17,2.81,0.69,67,105,535
23208,2015,Courtney Lee,SG,192.5,6,90,24.28740091,29,MEM,77,74,2354,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,,2.5,2.4,4.8,0.099,,0.3,0.2,0.5,1.5,288,643,0.448,90,224,0.402,198,419,0.473,0.518,111,129,0.86,21,157,178,151,75,12,1.94,0.96,78,129,777
22893,2015,D.J. Augustin,PG,180,6,82.35,25.41666667,27,TOT,82,14,1964,13.9,0.527,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,,2.5,0.9,3.4,0.083,,0.2,-2.7,-2.5,-0.3,258,647,0.399,83,246,0.337,175,401,0.436,0.463,178,205,0.868,20,141,161,353,49,3,2.43,0.34,145,93,777
23176,2015,Dahntay Jones,SF,187.5,1,85.5,24.32,34,LAC,33,0,123,1.9,0.406,0.19,0.524,0.9,9,5,2.1,1.2,0,3.7,9.8,,0,0.1,0,0.013,,-5.2,-1.3,-6.4,-0.1,6,21,0.286,0,4,0,6,17,0.353,0.286,9,11,0.818,1,10,11,2,3,0,1.17,0.25,1,23,21
23215,2015,Damian Lillard,PG,187.5,2,87.75,24.96,24,POR,82,82,2925,20.7,0.56,0.421,0.293,1.8,11.8,6.9,29,1.7,0.5,12.6,26.9,,7.3,3.3,10.6,0.174,,5,0,5.1,5.2,590,1360,0.434,196,572,0.343,394,788,0.5,0.506,344,398,0.864,49,329,378,507,97,21,2.28,0.44,222,164,1720
23376,2015,Damjan Rudez,SF,205,R,102.6,24.41403926,28,IND,68,2,1047,8.2,0.591,0.646,0.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,,0.6,0.7,1.3,0.061,,-0.7,-1.8,-2.5,-0.1,119,263,0.452,69,170,0.406,50,93,0.538,0.584,16,23,0.696,8,39,47,53,16,5,1.13,0.34,47,79,323
23067,2015,Danilo Gallinari,SF,205,5,101.25,24.0928019,26,DEN,59,27,1426,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8,21.5,,3,1,3.9,0.132,,2.3,-1.1,1.3,1.2,228,568,0.401,107,301,0.355,121,267,0.453,0.496,171,191,0.895,31,187,218,83,47,20,1.46,0.83,57,94,734
23090,2015,Danny Granger,SF,202.5,9,99.9,24.36213992,31,MIA,30,6,613,8.6,0.527,0.519,0.228,4,11.5,7.8,4.4,1.1,0.8,11.9,15.5,,0.2,0.3,0.6,0.046,,-1.5,-1.8,-3.2,-0.2,65,162,0.401,30,84,0.357,35,78,0.449,0.494,28,37,0.757,20,60,80,17,13,6,0.71,0.54,24,67,188
23092,2015,Danny Green,SG,195,5,96.75,25.44378698,27,SAS,81,80,2312,16.5,0.596,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,,4,3.9,7.8,0.163,,2.8,2.2,5,4.1,322,738,0.436,191,457,0.418,131,281,0.466,0.566,111,127,0.874,54,289,343,158,101,87,1.7,1.09,93,163,946
22997,2015,Dante Cunningham,PF,200,5,103.5,25.875,27,NOP,66,27,1652,8.9,0.473,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,,0.5,1.2,1.6,0.047,,-2.6,1,-1.6,0.2,155,339,0.457,1,10,0.1,154,329,0.468,0.459,29,47,0.617,70,186,256,50,46,37,1.43,1.31,35,101,340
23051,2015,Dante Exum,PG,195,R,85.5,22.4852071,19,UTA,82,41,1817,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,,-1.1,1,-0.1,-0.003,,-2.6,-1.3,-3.8,-0.8,145,416,0.349,83,264,0.314,62,152,0.408,0.448,20,32,0.625,27,104,131,198,41,14,1.68,0.35,118,147,393
23257,2015,Darius Miller,SF,187.5,1,85.95,24.448,24,NOP,5,1,43,-5.1,0.143,0.143,0,0,2.6,1.3,6.1,1.2,0,12.5,8.5,,-0.1,0,-0.1,-0.122,,-8.4,-1.5,-9.9,-0.1,1,7,0.143,0,1,0,1,6,0.167,0.143,0,0,,0,1,1,2,1,0,6.5,1,1,8,2
23270,2015,Darius Morris,PG,190,3,85.5,23.68421053,24,BRK,38,0,299,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0,16,20,,-0.5,0.1,-0.4,-0.068,,-4.4,-2.8,-7.2,-0.4,36,106,0.34,7,33,0.212,29,73,0.397,0.373,4,9,0.444,7,20,27,48,9,0,2.29,0.43,21,20,83
22891,2015,Darrell Arthur,PF,202.5,5,105.75,25.78875171,26,DEN,58,4,988,11.5,0.466,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20,,-0.1,0.9,0.9,0.042,,-1.8,0.7,-1.1,0.2,155,384,0.404,26,110,0.236,129,274,0.471,0.438,46,59,0.78,53,118,171,57,48,26,1.21,1.02,47,146,382
22984,2015,Darren Collison,PG,180,5,78.75,24.30555556,27,SAC,45,45,1565,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,,3,0.8,3.8,0.116,,2.8,-1.3,1.5,1.4,260,550,0.473,60,161,0.373,200,389,0.514,0.527,145,184,0.788,19,124,143,252,67,14,2.25,0.6,112,95,725
23209,2015,David Lee,PF,202.5,7,130.05,31.71467764,31,GSW,49,4,904,17.8,0.541,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,,1.6,1.6,3.2,0.168,,-0.6,2,1.4,0.8,160,313,0.511,0,2,0,160,311,0.514,0.511,68,104,0.654,81,176,257,85,31,26,1,1.05,49,83,388
23423,2015,David Stockton,PG,177.5,R,74.25,23.56675263,23,SAC,3,0,33,10.8,0.463,0.333,1,0,6.6,3.4,39.1,3.1,0,31.6,16.9,,0,0,0,-0.014,,-4.4,-4,-8.4,-0.1,2,6,0.333,1,2,0.5,1,4,0.25,0.417,3,6,0.5,0,2,2,9,2,0,2.25,0.5,4,1,8
23476,2015,David Wear,PF,,,,,24,SAC,2,0,7,2.4,0,0.5,0,33.6,0,16.2,18.8,0,0,0,12.6,,0,0,0,-0.11,,-0.3,-2.7,-3,0,0,2,0,0,1,0,0,1,0,0,0,0,,2,0,2,1,0,0,0,0,0,1,0
23479,2015,David West,PF,202.5,11,112.5,27.43484225,34,IND,66,66,1895,16,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2,13.7,21,,1.4,2.8,4.3,0.108,,-0.7,2.4,1.7,1.8,323,686,0.471,4,20,0.2,319,666,0.479,0.474,119,161,0.739,108,341,449,223,48,48,1.86,0.4,120,160,769
23180,2015,DeAndre Jordan,C,207.5,6,119.25,27.69632748,26,LAC,82,82,2820,21,0.638,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,,7.4,5.4,12.8,0.217,,0.9,3.2,4.1,4.3,379,534,0.71,1,4,0.25,378,530,0.713,0.711,187,471,0.397,397,829,1226,61,81,183,0.56,0.74,109,245,946
22924,2015,DeJuan Blair,PF,197.5,5,121.5,31.14885435,25,WAS,29,0,180,7.7,0.469,0,0.105,10.3,24.5,17.5,2.6,2,0.4,17.9,18.3,,-0.2,0.3,0.1,0.033,,-6.4,-1,-7.4,-0.2,26,57,0.456,0,0,,26,57,0.456,0.456,4,6,0.667,16,40,56,3,7,1,0.23,0.54,13,41,56
23022,2015,DeMar DeRozan,SG,210,6,123.75,28.06122449,25,TOR,60,60,2100,17.4,0.51,0.089,0.438,2.3,12.9,7.6,17,1.8,0.4,10.4,28.4,,2.6,1.4,4,0.09,,-0.2,-1.4,-1.6,0.2,409,990,0.413,25,88,0.284,384,902,0.426,0.426,361,434,0.832,41,236,277,210,73,11,0.48,0.41,137,122,1204
22990,2015,DeMarcus Cousins,C,207.5,4,121.5,28.2188997,24,SAC,59,59,2013,25.2,0.545,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4,16.3,34.1,,2.8,3.2,6,0.144,,1.4,3.3,4.7,3.4,498,1066,0.467,2,8,0.25,496,1058,0.469,0.468,423,541,0.782,185,562,747,210,90,103,0.83,0.35,254,241,1421
22964,2015,DeMarre Carroll,SF,200,5,96.75,24.1875,28,ATL,70,69,2189,15.9,0.603,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,,4.3,2.8,7,0.154,,2.4,0.5,2.9,2.7,318,653,0.487,120,304,0.395,198,349,0.567,0.579,127,181,0.702,99,273,372,118,94,17,1.57,1.25,75,154,883
23382,2015,Dennis Schroder,PG,182.5,1,77.4,23.23888159,21,ATL,77,10,1516,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,,1.1,1.4,2.5,0.08,,-0.4,-2.1,-2.4,-0.2,284,665,0.427,52,148,0.351,232,517,0.449,0.466,148,179,0.827,29,135,164,317,49,4,2.11,0.33,150,127,768
23485,2015,Deron Williams,PG,,,,,30,BRK,68,55,2114,15.7,0.504,0.307,0.313,1.5,11,6.3,33.7,1.6,0.6,14.9,22.3,,2.3,1.3,3.6,0.083,,1.3,-1.2,0.1,1.1,298,771,0.387,87,237,0.367,211,534,0.395,0.443,201,241,0.834,29,208,237,448,64,17,2.91,0.42,154,157,884
23055,2015,Derrick Favors,PF,205,4,119.25,28.37596669,23,UTA,74,74,2280,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,,5,3.3,8.3,0.175,,0.8,1.7,2.4,2.6,482,918,0.525,1,6,0.167,481,912,0.527,0.526,222,332,0.669,196,411,607,112,60,123,0.93,0.5,121,210,1187
23373,2015,Derrick Rose,PG,187.5,5,85.5,24.32,26,CHI,51,51,1530,15.9,0.493,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,,0,1.2,1.2,0.038,,1.1,-2.3,-1.3,0.3,338,835,0.405,76,271,0.28,262,564,0.465,0.45,152,187,0.813,35,126,161,251,36,16,1.56,0.22,161,63,904
23486,2015,Derrick Williams,PF,190,5,94.5,26.17728532,23,SAC,74,6,1462,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,,1.7,0.4,2.1,0.069,,-0.5,-2.7,-3.2,-0.5,217,485,0.447,49,156,0.314,168,329,0.511,0.498,134,196,0.684,41,161,202,50,34,4,1.39,1.04,56,67,617
23116,2015,Devin Harris,PG,187.5,10,86.4,24.576,31,DAL,76,3,1685,14.8,0.559,0.508,0.309,0.8,8,4.4,20.4,2.3,0.7,12.5,18,,2.9,1.3,4.2,0.12,,1.9,-0.8,1.2,1.3,219,524,0.418,95,266,0.357,124,258,0.481,0.509,132,162,0.815,13,122,135,237,78,14,2.79,0.92,85,147,665
23226,2015,Devyn Marble,SG,195,R,90,23.66863905,22,ORL,16,7,208,5.9,0.362,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15,13.1,,-0.3,0.2,-0.1,-0.031,,-4.7,0.2,-4.5,-0.1,14,44,0.318,4,22,0.182,10,22,0.455,0.364,5,16,0.313,5,26,31,17,9,2,1.89,1,9,14,37
23019,2015,Dewayne Dedmon,C,210,1,110.25,25,25,ORL,59,15,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,,0.7,1,1.7,0.099,,-3.6,0.3,-3.3,-0.3,91,162,0.562,0,1,0,91,161,0.565,0.562,34,64,0.531,118,177,295,9,16,50,0.18,0.31,51,141,216
23467,2015,Dion Waiters,SG,,,,,23,TOT,80,23,2208,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10,22.5,,-0.6,1.7,1.1,0.025,,-2.1,-1.5,-3.6,-0.9,375,946,0.396,73,246,0.297,302,700,0.431,0.435,117,172,0.68,41,151,192,163,90,21,1.44,0.8,113,155,940
23298,2015,Dirk Nowitzki,PF,210,16,110.25,25,36,DAL,77,77,2282,19.2,0.56,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,,5.2,2,7.2,0.152,,1.7,-1,0.7,1.5,487,1062,0.459,104,274,0.38,383,788,0.486,0.508,255,289,0.882,44,413,457,143,39,33,1.74,0.48,82,160,1333
23401,2015,Donald Sloan,PG,187.5,3,92.25,26.24,27,IND,53,21,1107,13.1,0.503,0.369,0.217,1.2,13,7.1,27.5,1.1,0,14.3,18.6,,0.9,1.1,2,0.085,,-0.4,-1,-1.4,0.2,145,355,0.408,41,131,0.313,104,224,0.464,0.466,60,77,0.779,12,131,143,190,23,0,2.92,0.35,65,47,391
23274,2015,Donatas Motiejunas,PF,210,2,99.9,22.65306122,24,HOU,71,62,2037,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,,2.4,2.3,4.7,0.11,,-0.6,0.5,-0.1,1,353,700,0.504,49,133,0.368,304,567,0.536,0.539,100,166,0.602,137,284,421,130,56,34,1.06,0.46,123,203,855
23507,2015,Dorell Wright,SF,,,,,29,POR,48,2,592,13.4,0.525,0.568,0.221,2.6,17.2,10,10.2,1.7,1.3,7.9,17.1,,0.7,0.8,1.6,0.128,,0.1,0.6,0.7,0.4,72,190,0.379,41,108,0.38,31,82,0.378,0.487,34,42,0.81,14,97,111,41,20,11,2.28,1.11,18,55,219
23242,2015,Doug McDermott,SF,200,R,101.25,25.3125,23,CHI,36,0,321,6.1,0.48,0.383,0.14,2.1,12.2,7.3,3,0.6,0.2,13,18.3,,-0.3,0.2,0,-0.005,,-4.8,-3.3,-8,-0.5,43,107,0.402,13,41,0.317,30,66,0.455,0.463,10,15,0.667,6,37,43,6,4,1,0.35,0.24,17,29,109
23093,2015,Draymond Green,PF,197.5,2,103.5,26.53420926,24,GSW,79,79,2490,16.4,0.54,0.43,0.261,5.1,22.4,14,16.1,2.4,2.9,13.5,17.2,,3.3,5.2,8.5,0.163,,1,4,5,4.4,339,765,0.443,111,329,0.337,228,436,0.523,0.516,132,200,0.66,114,533,647,291,123,99,2.19,0.93,133,253,921
23083,2015,Drew Gooden,PF,205,12,112.5,26.76977989,33,WAS,51,7,864,11.9,0.469,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17,,0.5,1.2,1.7,0.094,,-1.8,0.2,-1.6,0.1,110,276,0.399,23,59,0.39,87,217,0.401,0.44,34,44,0.773,72,151,223,49,21,9,1.75,0.75,28,91,277
23087,2015,Drew Gordon,PF,202.5,R,110.25,26.8861454,24,PHI,9,0,71,3.7,0.428,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0,28.7,17.1,,-0.2,0.1,-0.1,-0.093,,-9,-2.3,-11.3,-0.2,8,19,0.421,0,3,0,8,16,0.5,0.421,1,2,0.5,7,11,18,2,1,0,0.25,0.13,8,7,17
22954,2015,Dwight Buycks,PG,195,10,101.25,26.62721893,25,LAL,6,0,123,13.1,0.586,0.275,0.25,1.7,9.3,5.4,18.4,1.2,0,21.3,20.4,,0.1,0,0.1,0.027,,-1.6,-3.3,-4.9,-0.1,18,40,0.45,7,11,0.636,11,29,0.379,0.538,9,10,0.9,2,10,12,14,3,0,2,3,12,3,52
23140,2015,Dwight Howard,C,207.5,10,119.25,27.69632748,29,HOU,41,41,1223,19.2,0.596,0.005,0.641,10,28.9,19.5,7.3,1.1,3.4,17.5,23.3,,1.4,2.2,3.6,0.14,,-2.4,1.2,-1.2,0.3,251,423,0.593,1,2,0.5,250,421,0.594,0.595,143,271,0.528,110,321,431,50,28,53,0.44,0.24,115,137,646
23330,2015,Dwight Powell,PF,207.5,R,108,25.0834664,23,TOT,29,0,236,13.8,0.552,0.164,0.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,,0.3,0.3,0.6,0.122,,-1,0.1,-0.9,0.1,31,67,0.463,3,11,0.273,28,56,0.5,0.485,25,33,0.758,18,32,50,9,9,6,0.82,0.82,11,40,90
23466,2015,Dwyane Wade,SG,,,,,33,MIA,62,62,1971,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2,0.9,14.4,34.7,,2.1,1.4,3.5,0.086,,2.4,-1.2,1.2,1.6,509,1084,0.47,29,102,0.284,480,982,0.489,0.483,284,370,0.768,58,161,219,299,73,21,1.43,0.35,209,105,1331
22904,2015,Earl Barron,C,210,7,112.5,25.51020408,33,PHO,16,1,143,5,0.361,0.103,0.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,,-0.1,0.1,0,-0.011,,-5,-0.9,-5.9,-0.1,12,39,0.308,2,4,0.5,10,35,0.286,0.333,6,12,0.5,14,14,28,5,4,2,1,0.8,5,26,32
22975,2015,Earl Clark,PF,205,5,101.25,24.0928019,27,BRK,10,0,93,6.7,0.425,0.467,0.133,1.2,26.5,13.9,5,1.7,3.5,15.9,18.5,,-0.2,0.1,-0.1,-0.037,,-6.6,0.5,-6.1,-0.1,11,30,0.367,4,14,0.286,7,16,0.438,0.433,1,4,0.25,1,22,23,3,3,4,0.5,0.5,6,12,27
23013,2015,Ed Davis,PF,205,4,108,25.6989887,25,LAL,79,24,1840,20,0.594,0,0.403,13.3,23.1,18,8.3,1.4,4.3,9.5,14.8,,4.6,1.6,6.3,0.164,,1.1,1.9,3,2.3,282,469,0.601,0,0,,282,469,0.601,0.601,92,189,0.487,230,370,600,94,49,98,1.62,0.85,58,202,656
23458,2015,Ekpe Udoh,PF,205,16,99.45,23.66448543,27,LAC,33,0,128,11.6,0.519,0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20,12.3,,0,0.2,0.3,0.101,,-3.4,4.2,0.7,0.1,11,24,0.458,0,0,,11,24,0.458,0.458,7,9,0.778,7,19,26,8,8,7,0.43,0.57,7,20,29
23316,2015,Elfrid Payton,PG,190,R,83.25,23.06094183,20,ORL,82,63,2489,13.8,0.456,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,,0,2.3,2.3,0.044,,-1.5,0.8,-0.7,0.8,301,708,0.425,11,42,0.262,290,666,0.435,0.433,118,214,0.551,107,242,349,533,142,20,2.63,0.7,203,193,731
23263,2015,Elijah Millsap,SG,,,,,27,UTA,47,5,924,7.9,0.45,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17,,-1,1.4,0.4,0.02,,-3.5,1.9,-1.6,0.1,81,238,0.34,28,90,0.311,53,148,0.358,0.399,58,86,0.674,28,122,150,58,56,16,0.87,0.84,67,124,248
23487,2015,Elliot Williams,SG,,,,,25,TOT,13,0,119,8.7,0.477,0.486,0.108,0,7.7,3.8,15.5,1.8,0,9.4,16.4,,0,0.1,0.1,0.039,,-1.7,-2.9,-4.6,-0.1,14,37,0.378,8,18,0.444,6,19,0.316,0.486,1,4,0.25,0,8,8,12,4,0,3,1,4,12,37
22935,2015,Elton Brand,C,200,15,123.75,30.9375,35,ATL,36,4,486,9.4,0.457,0.011,0.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,,-0.1,0.8,0.7,0.07,,-4.5,3.1,-1.4,0.1,42,95,0.442,0,1,0,42,94,0.447,0.442,12,23,0.522,28,72,100,22,17,25,1.22,0.94,18,54,96
